,id,text,label,label_text,Llama_405B_reason,Llama_405B_label_text,Llama_405B_label,Deepseek_V3_reason,Deepseek_V3_label_text,Deepseek_V3_label
4027,89fe24a49a,Today celebrating two new people becoming australian citizens. I am hoping for a good dinner.,2,positive,"The text expresses a celebratory tone about two people becoming Australian citizens and a positive expectation for dinner, indicating an overall positive sentiment",positive,2,"The text expresses positive sentiments about celebrating new citizens and hope for a good dinner, indicating a positive sentiment",positive,2
4028,dcbe6abc61, heeeeey baby ? where are you?,1,neutral,"The text is a playful and affectionate greeting, indicating a positive sentiment",positive,2,The text is a casual and friendly inquiry without expressing any particular positive or negative sentiment,neutral,1
4029,a75502baae,contemplating whether or not I will go to prom as I listen to my 80`s playlist. 'Somethings tellin me it might be you!' Stephen bishop,1,neutral,"The text is a reflective and nostalgic statement, referencing a song from the 80's, and the user is contemplating a decision about going to prom, without expressing any strong emotions or opinions",neutral,1,"The text reflects a contemplative state about attending prom while listening to music, without expressing a clear positive or negative sentiment",neutral,1
4030,e1991653ec,home alone on a friday night  doesnt get sadder than that folks,0,negative,"The text describes a situation of being alone on a Friday night, which is typically considered a social time, and explicitly states that it 'doesn't get sadder than that', indicating a negative sentiment",negative,0,"The text expresses a sentiment of sadness about being home alone on a Friday night, indicating a negative sentiment",negative,0
4031,e3b9c4871f,is back in fine old melbourne town....,1,neutral,"The text expresses a sense of return and familiarity with the phrase 'fine old melbourne town', which has a positive connotation, suggesting a welcoming and affectionate tone",positive,2,The text is a factual statement about returning to Melbourne without expressing any particular emotion or opinion,neutral,1
4032,1c4af889ad,"_Beez - I`m 20% hetero-challenged, but still didn`t care for 'Milk'... I thought it was boring.",0,negative,"The text expresses a negative opinion about the movie 'Milk', stating it was boring, despite a neutral/personal statement about being 'hetero-challenged'",negative,0,"The text expresses a personal opinion about finding the movie 'Milk' boring, which indicates a negative sentiment towards the movie.",negative,0
4033,c4b6fa6adf, I treat my hair so badly. It`s revenge for it turning grey prematurely,0,negative,"The text expresses a negative sentiment towards the speaker's hair, using words like 'badly' and 'revenge', indicating a negative emotional tone, despite the somewhat humorous tone",negative,0,"The text expresses a self-deprecating and somewhat negative sentiment about treating hair badly as a form of revenge for premature greying, indicating a negative sentiment",negative,0
4034,d298680942," Yeah, they`re great. I think we`ll hear more of them in the years to come",2,positive,"The text expresses a positive opinion about a group or entity, using the word 'great' and indicating a favorable outlook for their future",positive,2,"The text expresses a positive opinion about a subject ('they're great') and optimism for the future ('we'll hear more of them in the years to come'), indicating a positive sentiment",positive,2
4035,62da1d2932, Thanks for the advice! Went to the doctor`s and slept a lot yesterday  Must be the meds.,2,positive,"The text expresses gratitude for advice and mentions a positive outcome (sleeping a lot) after visiting the doctor, indicating a positive sentiment, although it's a relatively subtle one",positive,2,"The text expresses gratitude for advice and mentions actions taken (going to the doctor and sleeping), which are neutral in tone. The mention of 'must be the meds' is also a neutral observation.",neutral,1
4036,32ad4bc470,http://twitpic.com/4wkzi - before prom. this is when all the chaos began,0,negative,"The text mentions 'chaos', which has a negative connotation, and does not express any positive or enthusiastic sentiment about the event, indicating a negative sentiment",negative,0,The text mentions 'all the chaos began' which suggests a negative or stressful situation. The context implies a negative sentiment due to the use of 'chaos'.,negative,0
4037,03ff7b5de5, I`m so mad I cant go to that...you`re like an hour away from me.,0,negative,"The text expresses anger and frustration about not being able to go to an event due to distance, indicating a negative sentiment",negative,0,"The text expresses frustration and disappointment about not being able to attend an event due to distance, indicating a negative sentiment",negative,0
4038,60297b1b97,mozert requiem tonight,1,neutral,The text is a simple statement about a musical event without expressing any emotion or opinion,neutral,1,The text is a factual statement about an event (Mozart's Requiem) without expressing any emotion or opinion,neutral,1
4039,a8b9bef7d0,Misses the good old days!,0,negative,"The text expresses a nostalgic sentiment, implying that the current situation is not as good as the past, indicating a negative sentiment",negative,0,"The text expresses nostalgia and a longing for the past, which can be interpreted as a positive sentiment towards the 'good old days'",positive,2
4040,42accbb9eb,My birthday is a week from today!,1,neutral,"The text expresses excitement and anticipation about an upcoming birthday, indicating a positive sentiment",positive,2,"The text expresses excitement and anticipation for an upcoming event, indicating a positive sentiment",positive,2
4041,869918c72e,Well on a normal day I`d already be done with work...Unfortunately this is not a normal day. Which means I`ll be in the office till late.,0,negative,"The text expresses dissatisfaction and frustration about having to work late, indicating a negative sentiment. The use of the word 'unfortunately' also reinforces this interpretation",negative,0,"The text expresses frustration and disappointment about having to work late and it not being a normal day, indicating a negative sentiment",negative,0
4042,2ef487bd7d," last night after long drive, slept really well, now time for dino`s wasstraat",2,positive,"The text describes a positive experience of sleeping well after a long drive and appears to be looking forward to a meal at Dino's, indicating a positive sentiment",positive,2,The text describes a positive experience of sleeping well after a long drive and mentions a routine activity without any negative or positive emotional charge.,neutral,1
4043,31fd82b306, I wish you guys had gotten it on video,2,positive,"The text expresses a sentiment of regret or disappointment that something was not captured on video, indicating a negative sentiment",negative,0,"The text expresses a desire for something that was not achieved, indicating a sense of disappointment or regret",negative,0
4044,05e5046ee4, cool. I`m tempted too see it again  I feel sorry for JB though because there were hardly any people,1,neutral,"The text expresses a mix of sentiments, but the overall tone is more positive than negative. The word 'cool' and the phrase 'I'm tempted to see it again' indicate a positive interest. However, the phrase 'I feel sorry for JB' expresses a negative sentiment, but it's more of a sympathetic negative sentiment rather than a strong criticism. The sentence about 'hardly any people' is a neutral observation. Overall, the positive sentiment seems to dominate.",positive,2,"The text expresses a mix of sentiments. The speaker mentions being tempted to see something again, which could be seen as positive, but also expresses sympathy for 'JB' due to low attendance, which leans towards a negative sentiment. Overall, the sentiment is not strongly positive or negative, making it more neutral.",neutral,1
4045,d4f4ac7b4d,  Haha ! Go Martin ! His fixed our Ski like a million times ...,2,positive,"The text expresses enthusiasm and appreciation for Martin's help in fixing the ski, with a positive tone indicated by the use of 'Haha' and 'Go Martin', suggesting admiration and gratitude",positive,2,"The text expresses admiration and appreciation for Martin's skill in fixing the ski, indicating a positive sentiment",positive,2
4046,256c22835a,"Noooo my favorite coworker just got a new job, he`s doing marc jacobs shows now, not fair! I don`t want him 2 go!",0,negative,"The text expresses disappointment and sadness about a coworker leaving, and a sense of unfairness, indicating a negative sentiment",negative,0,"The text expresses disappointment and sadness about a coworker leaving, indicating a negative sentiment",negative,0
4047,bf3b0f2246,My BFF rocking Hotel California now. No  songs!  done stay the same. What`s next? Hmmm.. Careless whisper!,0,negative,"The text expresses enthusiasm and excitement about the friend's music choices, mentioning specific song titles in a positive context, and the tone is playful and anticipatory",positive,2,"The text mentions enjoyment of specific songs and expresses curiosity about what's next, indicating a positive sentiment.",positive,2
4048,dd347b56a1,  nice one,2,positive,"The text is a brief expression of approval or appreciation, indicating a positive sentiment",positive,2,"The text expresses a positive sentiment with the phrase 'nice one', indicating approval or satisfaction",positive,2
4049,fe0c97fb9f, yes but they hate it when we do it...silly boys,0,negative,"The text expresses a dismissive and slightly mocking tone towards the 'silly boys', indicating a negative sentiment",negative,0,"The text uses phrases like 'they hate it' and 'silly boys', which convey a sense of mild criticism or teasing, indicating a negative sentiment.",negative,0
4050,0138eb47f4," btw, short notice I know, but we`re RSVPing no for your party- thanks so much for the invitation, though!  I`m out for 2nite too",2,positive,"The text expresses gratitude for the invitation, but also declines the invitation and mentions being unavailable, indicating a neutral sentiment as it is a polite decline without any negative or positive emotion",neutral,1,The text communicates a decline to attend a party with a polite expression of gratitude for the invitation. The tone is respectful and does not convey any strong positive or negative sentiment.,neutral,1
4051,e86275435d, i`m sorry but LOL! what is this about? waitt... you think your mum would still let you do bday stuff this weekend?,1,neutral,"The text starts with an apology, but then expresses amusement and confusion with 'LOL!' and a question about the topic, and then ends with a teasing comment about the person's mum, which has a slightly mocking tone, overall indicating a negative sentiment",negative,0,"The text expresses a mix of confusion and amusement, but does not convey a clear positive or negative sentiment. It is more of a neutral inquiry with a casual tone.",neutral,1
4052,88851663d2, hey you ****!! that`s kinda mean dont yu think?!,0,negative,"The text is aggressive and confrontational, with the use of profanity and a tone of accusation, indicating a negative sentiment",negative,0,"The text includes strong language and a statement accusing someone of being mean, indicating a negative sentiment",negative,0
4053,1d38371edb,_Houdin blind faith. Thats a crack-up,0,negative,"The text describes something as a 'crack-up', which is a colloquial expression for something that is humorous or laughable, indicating a positive sentiment",positive,2,"The text uses the phrase 'crack-up', which typically implies something is amusing or funny, indicating a positive sentiment",positive,2
4054,76a83e6c56,has work this afternoon,1,neutral,The text is a simple statement of a schedule without any emotional context,neutral,1,The text is a factual statement about having work in the afternoon without expressing any emotion or opinion,neutral,1
4055,bed4306d9b, How inconsiderate!,0,negative,"The text expresses strong disapproval and criticism, indicating a negative sentiment",negative,0,"The text expresses frustration or disapproval, indicating a negative sentiment",negative,0
4056,a10e8911e9,if aint Bee then it aint me...ya heard me?  {this for u keemie},1,neutral,"The text is a statement of identity and affiliation, expressed in a confident and assertive tone, indicating a sense of pride and loyalty, which suggests a positive sentiment",positive,2,The text is a personal statement or a declaration without expressing any particular emotion or opinion. It is directed towards someone named Keemie but does not convey positive or negative sentiment.,neutral,1
4057,d3faf04396, I can`t take it,0,negative,"The text expresses a sense of being overwhelmed or unable to cope with something, indicating a negative sentiment",negative,0,"The text expresses a feeling of being overwhelmed or unable to handle something, indicating a negative sentiment",negative,0
4058,b6e6203678, what?? can`t believe it,0,negative,"The text expresses surprise and disbelief, which is often associated with a negative sentiment, but without further context, the tone could also be neutral or even positive if the surprise is about something good. However, the phrase 'can't believe it' is more commonly used to express negative shock or disappointment. Therefore, I will lean towards a negative interpretation.",negative,0,"The text expresses surprise and disbelief, which can be interpreted as a negative sentiment due to the tone of incredulity.",negative,0
4059,c0fff30598,"NOOOOO! serena and darrian don`t remember each other, and i`ve been waiting all day to see them confess their love",1,neutral,"The text expresses strong disappointment and frustration (indicated by 'NOOOOO!') about the outcome of a situation the writer was emotionally invested in, specifically the lack of a romantic confession between Serena and Darrian",negative,0,"The text expresses disappointment and frustration about the characters not remembering each other, indicating a negative sentiment",negative,0
4060,876ba674c9,has got a degree in BS.,2,positive,"The text is sarcastic and implies that someone's degree is worthless or that they are skilled in deceit, indicating a negative sentiment",negative,0,The text is a factual statement about an academic achievement without expressing any emotion or opinion.,neutral,1
4061,1f27adbaa5," , Just read an article that buying IP`s doesn`t necessary mean to get developement teams . Does that mean   ?",1,neutral,"The text is a neutral inquiry about the implications of buying IPs, without expressing any particular sentiment or emotion",neutral,1,"The text is a neutral statement and question about the implications of buying IPs without development teams, without expressing any particular emotion or opinion.",neutral,1
4062,f07b61254b,Nite nite my fellow tweeters goin to put ma ipod in n listen to some westlife missin those guys  then headin to sleep early start  7am x,1,neutral,"The text expresses a calm and soothing sentiment, mentioning going to sleep and listening to music, with a hint of nostalgia ('missin those guys') but overall the tone is gentle and relaxing",positive,2,"The text mentions a relaxing evening routine and expresses fondness for Westlife, indicating a positive sentiment",positive,2
4063,df57668a1f, thanks!!! it was a ballroom dancing competition,2,positive,"The text expresses gratitude with 'thanks!!!' and mentions a fun event, a ballroom dancing competition, without any negative tone",positive,2,"The text expresses gratitude and mentions a ballroom dancing competition, indicating a positive sentiment",positive,2
4064,70df40db25, I concur with ! It`s priority on today`s to do list  http://twitter.com/karasw/status/1695368792,2,positive,"The text expresses agreement and prioritization, indicating a positive sentiment towards the task or topic being referred to",positive,2,"The text expresses agreement and indicates that something is a priority, suggesting a positive sentiment towards the task",positive,2
4065,7664ce6004," ohh shardup! hehe. hes hot lah, gotta admeeet! bleh.",1,neutral,"The text expresses playful and flirtatious language, using colloquial expressions like 'ohh shardup' and 'hes hot lah', indicating a lighthearted and positive sentiment, despite the casual dismissal with 'bleh'",positive,2,"The text uses playful language and exclamations, expressing admiration and a positive sentiment towards someone being 'hot'",positive,2
4066,5312494a6e,My dad`s not feeling well. I want to make him soup. Suggestions guys? + get well soon ayah,0,negative,"The text expresses concern for the father's health, but the overall tone is one of kindness and a desire to help, with a positive wish for the father's recovery",positive,2,"The text expresses concern for the speaker's father and a desire to help by making soup, along with a positive wish for his recovery. This indicates a caring and supportive sentiment.",positive,2
4067,4cc593925c,the dates of the hockey games were confused they`re next week,0,negative,"The text is a neutral statement about a scheduling mix-up, without expressing any strong emotion or opinion",neutral,1,The text states a factual correction about the dates of hockey games without expressing any emotion or opinion,neutral,1
4068,146c706c22,"well,only one week left of my holidays,sad sad",0,negative,"The text expresses sadness about the upcoming end of holidays, indicating a negative sentiment",negative,0,"The text expresses sadness about the approaching end of holidays, indicating a negative sentiment",negative,0
4069,44932eeb81,Karaoke at a small town bar. Having a wonderful time!,2,positive,"The text expresses enthusiasm and enjoyment about having a wonderful time at a karaoke event in a small town bar, indicating a positive sentiment",positive,2,"The text describes an enjoyable experience at a karaoke event, expressing happiness and satisfaction",positive,2
4070,7a2dd41437,"  I care about Eurovision! And yes, they have a 50% jury-based vote this year  #eurovision2009",2,positive,"The text expresses enthusiasm and interest in Eurovision, using the phrase 'I care about' and a positive tone, indicating a positive sentiment",positive,2,"The text expresses personal interest and care about Eurovision, indicating a positive sentiment towards the event.",positive,2
4071,1963535176,Nothing like home-made paranthas for breakfast,2,positive,"The text expresses appreciation and fondness for home-made paranthas, indicating a positive sentiment",positive,2,"The text expresses appreciation and enjoyment for home-made paranthas, indicating a positive sentiment",positive,2
4072,cfe32cb6f7," hey bettiye,  i did see her. stay tuned for videos and blog  hows was obsessed?? i need to get thru exams then imma watch it",1,neutral,"The text is a casual and friendly message, expressing enthusiasm about upcoming videos and blog content, and curiosity about someone's obsession, with a neutral mention of needing to focus on exams before watching something",positive,2,"The text is a mix of casual conversation and a statement of intent to watch something after exams. It does not express strong positive or negative emotions, rather it is neutral in tone.",neutral,1
4073,50beac3041,_west and by music I meant awesome Christian artists.,2,positive,"The text clarifies a previous statement and expresses a positive sentiment towards Christian artists, using the word 'awesome' to describe them",positive,2,"The text highlights 'awesome Christian artists,' which conveys a positive sentiment towards the music being referred to.",positive,2
4074,b3940abd6f,Please don`t vote for her out of sympathy!  #BGT,0,negative,"The text is a negative statement about a person, explicitly asking people not to vote for her out of sympathy, implying a lack of genuine support",negative,0,"The text is a plea or request not to vote for someone out of sympathy. While it may imply criticism of the voting motive, the text itself does not explicitly express a strong positive or negative sentiment.",neutral,1
4075,96add8a10a, love that birdy nest! though i already got us another kind,2,positive,"The text expresses affection for the birdy nest, using the word 'love', indicating a positive sentiment, although it also mentions having already got another kind, which slightly tempers the enthusiasm, the overall tone remains positive",positive,2,"The text expresses appreciation for 'that birdy nest' and mentions having another kind, which does not convey any negative sentiment. The overall tone is positive.",positive,2
4076,a2b1222f38,missing  lol. plaid bud. haha. **** i can`t do the BG right.,0,negative,"The text expresses frustration and disappointment about not being able to do something correctly, but also includes casual and playful language (e.g. 'lol', 'haha') which suggests a lighthearted tone, however the overall sentiment seems to lean towards a negative emotion due to the expression of inability and a swear word, despite the attempt to soften it with humor",negative,0,"The text contains casual language and expressions of frustration ('**** i can't do the BG right'), indicating a negative sentiment despite the use of humor ('lol', 'haha')",negative,0
4077,452e060f62,About to make **** happen  *Pu+ !+ 0n M3*,1,neutral,"The text expresses determination and eagerness to take action, with the use of enthusiastic language and symbols, indicating a positive sentiment",positive,2,"The text conveys a sense of determination and readiness to take action, which is generally positive in tone.",positive,2
4078,5755368f30," If y`all say so, I trust you on that one",1,neutral,"The text expresses a neutral sentiment, as the speaker is indicating trust in others' opinions without expressing a strong emotion or opinion of their own",neutral,1,"The text expresses a willingness to trust based on others' opinions, which conveys a positive sentiment.",positive,2
4079,ac8dae7460,oh yeah... happy Mothers day to every mom out there and to my friend`s moms,2,positive,"The text expresses positive wishes for Mother's Day, indicating a positive sentiment towards mothers in general and specifically to the moms of the writer's friends",positive,2,"The text expresses positive wishes and a celebratory tone for Mother's Day, indicating a positive sentiment",positive,2
4080,c5b161e18e,"Colleague that 'helped' by creating his unit`s site in iWeb was NOT helpful. Trash code, 24 CSS files for a 4 page site, no optimizing.",0,negative,"The text expresses strong criticism and frustration towards a colleague's work, using words like 'NOT helpful', 'Trash code', and highlighting specific issues with the code, indicating a negative sentiment",negative,0,"The text criticizes a colleague's work, describing it as unhelpful and poorly executed with 'trash code' and lack of optimization, indicating a negative sentiment.",negative,0
4081,43334df129,haha wow there`s a song called `hit me on twitter` lmao. okay g`night,2,positive,"The text expresses amusement and laughter about a song title, and ends with a casual goodnight message, indicating a lighthearted and playful sentiment",positive,2,The text expresses amusement and curiosity about the song title without any clear positive or negative sentiment.,neutral,1
4082,2e25b2c4cf,Jay Leno has one more show left as the host of The Tonight Show,1,neutral,The text is a factual statement about Jay Leno's hosting schedule without expressing any emotion or opinion,neutral,1,"The text is a factual statement about Jay Leno's remaining show as the host of The Tonight Show, without expressing any emotion or opinion",neutral,1
4083,d3fea3178b,"I fat-fingered the Coke machine, so I am drinking a Diet Pepsi instead of a Diet Dr. Pepper.   I wish the machine used error correction!",1,neutral,"The text expresses a mild frustration about making a mistake with the Coke machine and not getting the desired drink, and also expresses a wish for error correction, indicating a slightly negative sentiment",negative,0,"The text expresses mild frustration about a mistake made on the Coke machine and a wish for error correction, indicating a slightly negative sentiment.",negative,0
4084,f107f7256e,Def wants to cuddle it out maybe play but has no one to do it with the bc is far away,0,negative,"The text expresses a desire for social interaction and play, but also mentions a physical distance barrier, indicating a sense of longing or melancholy, which leans towards a negative sentiment",negative,0,"The text expresses a desire for companionship and play, but also conveys a sense of loneliness or longing due to the absence of someone to share it with. This mix of positive desire and negative absence leans towards a neutral sentiment overall.",neutral,1
4085,a2f1cb807d,Off to work now apparently sun shining not a valid excuse to stay home,1,neutral,"The text expresses a sense of obligation to go to work despite the pleasant weather, indicating a slightly negative tone towards having to go to work",negative,0,"The text mentions going to work despite the sun shining, which could imply a mild frustration or resignation, but the overall tone is not strongly negative, positive, or emotional.",neutral,1
4086,5aba7bc014,I`m grounded til tomorrow. Sorry to anyone I made plans with.  It`ll have to be tomorrow. (annoyed) http://plurk.com/p/x332r,0,negative,"The text expresses apology and frustration about being grounded, and the explicitly mentioned emotion '(annoyed)' also supports a negative sentiment",negative,0,"The text expresses annoyance about being grounded and having to reschedule plans, indicating a negative sentiment",negative,0
4087,6c344c1dac,Watching my fav movie...Two Can Play That Game! 'Ever notice how men start to act up around Spring time?' Shante Smith,2,positive,"The text mentions watching a favorite movie and quotes a line from it, without expressing any negative emotions or opinions, but rather seems to be enjoying the movie, indicating a positive sentiment",positive,2,"The text expresses enjoyment of a favorite movie and shares a light-hearted observation, indicating a positive sentiment",positive,2
4088,0195ac1050,Hope my roommates having a good morning without TP and soap!,2,positive,"The text expresses a sarcastic sentiment, implying that the roommates are not having a good morning due to the lack of toilet paper and soap, which is a negative situation",negative,0,"The text expresses a sarcastic or ironic wish about the roommates' morning, which could imply a negative sentiment towards the situation or the roommates",negative,0
4089,2b69b98ee6," No, I`m in the US for the weekend not the UK",1,neutral,"The text is a simple statement of fact, clarifying the speaker's location without expressing any emotion or opinion",neutral,1,The text is a factual statement about the speaker's location without expressing any emotion or opinion,neutral,1
4090,2005f1cf47, yeah... i guess my password was also changed... i was not able to login my FB  cahnge my pw again ...ufff,1,neutral,"The text expresses frustration and annoyance about a password change and login issue, indicated by phrases like 'ufff' and the overall tone",negative,0,"The text expresses frustration and inconvenience about the password change and login issues, indicating a negative sentiment",negative,0
4091,dab2082ede, yus! :3 he was really nice,2,positive,"The text expresses enthusiasm and approval with the use of 'yus!' and describes someone as 'really nice', indicating a positive sentiment",positive,2,"The text expresses enthusiasm and a positive opinion about someone's behavior, indicated by 'yus!' and 'he was really nice'",positive,2
4092,106e3d1042,**** being broke on the day Guitar Hero Metallica comes out!  Boooooooo,0,negative,"The text expresses frustration and disappointment about being broke on the day a desired product is released, accompanied by a clear expression of discontent ('Boooooooo')",negative,0,"The text expresses frustration and disappointment about being broke on the release day of a game, indicating a negative sentiment",negative,0
4093,b5540df36d, has more followers than me. I wanna be as cool as her. Follow her so that will never happen.,1,neutral,"The text expresses a sentiment of admiration and aspiration towards someone, but also a tone of competitiveness and subtle negativity towards the idea of being surpassed, however the overall tone is more of a lighthearted and humorous way to acknowledge someone's popularity",positive,2,"The text expresses a desire to be as cool as someone else and includes a playful, slightly self-deprecating tone without strong negative or positive emotions.",neutral,1
4094,b6ae06369c,Revamping my recording studio today and adding some nice high end outboard gear...very exited!,2,positive,"The text expresses enthusiasm and excitement about revamping the recording studio and adding high-end gear, indicating a positive sentiment",positive,2,"The text expresses enthusiasm and excitement about revamping a recording studio and adding high-end gear, indicating a positive sentiment",positive,2
4095,f30a1473ad,"_esl  If in doubt, wash separately   Normal concern is something fading onto the white.",1,neutral,"The text provides a neutral, practical instruction for laundry care, without expressing any emotion or opinion",neutral,1,"The text provides practical advice about washing clothes separately to avoid fading, which is a neutral statement without expressing any particular sentiment.",neutral,1
4096,11cc7194c6,Had to cancel subscriptions today to NZZ and Economist at office  #costsavings Luckily they also have online versions,1,neutral,"The text mentions having to cancel subscriptions, which might initially seem negative, but frames it as a positive action for cost savings and mentions the availability of online versions as a fortunate alternative, indicating a neutral to positive sentiment. However, the overall tone is more matter-of-fact than enthusiastic, so it leans more towards neutral.",neutral,1,"The text mentions canceling subscriptions as a cost-saving measure but expresses relief about the availability of online versions, indicating a neutral to slightly positive sentiment.",neutral,1
4097,962855074a,"Cleaning out my desk, I`ve found a betting slip from three months ago, I stuck a tenner on #newcastle getting relegated. In the money",1,neutral,"The text describes a discovery of a betting slip and the outcome of the bet, with the phrase 'In the money' indicating a positive outcome and the tone being one of pleasant surprise",positive,2,"The text describes finding a betting slip and winning money, which is a positive outcome.",positive,2
4098,9864618eca,fucken tired as ****  it`s sunny.. good day? deffff,0,negative,"The text expresses frustration and tiredness with strong language, but then also mentions it's sunny and questions if it's a good day, indicating a mix of negative and slightly positive sentiments. However, the overall tone seems to lean more towards the negative emotions expressed at the beginning of the text.",negative,0,"The text starts with a strong expression of tiredness and frustration, but then shifts to a more positive note about the sunny day. The overall sentiment is mixed, but the expletive and initial frustration lean towards a negative sentiment.",negative,0
4099,653bcd2fc2,Its so obvious Holly will go thru on the public vote straight away.. SOOO obvious.  Then Aidan and Greg for judges but neither should go,1,neutral,"The text expresses confidence and certainty about Holly going through, but also states that neither Aidan nor Greg should be eliminated, indicating a somewhat neutral or matter-of-fact tone, however the tone of 'SOOO obvious' can be seen as slightly negative as it implies an undesirable predictability, but overall the text does not express strong emotions",neutral,1,"The text expresses a strong opinion about the outcome of a public vote and judges' decisions, but it does not convey a clear positive or negative sentiment about the situation itself",neutral,1
4100,e3d9ecaab6," not so awesome now, huh? LOL",1,neutral,"The text starts with a negative phrase 'not so awesome now', but the tone is then shifted with the addition of 'LOL', which is an expression of amusement or sarcasm, indicating a slightly mocking or teasing tone rather than a purely negative one. However, the overall sentiment leans more towards being negative due to the initial phrase.",negative,0,"The text uses sarcasm ('not so awesome now') and includes 'LOL', which can indicate a lighthearted or mocking tone, but the overall sentiment is neutral as it doesn't strongly convey positive or negative emotions.",neutral,1
4101,7d665a86e0," Thank a Chu?t í¿ŒËŒ?  Ch?c v?y quí¿ŒËŒ?, hik, ch?c em ph?i ?i h?c 1 khí¿ŒËŒ?a ph? c?p ki?n th?c c? khí¿ŒËŒ? g?p =.=",2,positive,"The text appears to be a mix of gratitude and frustration, but the tone is generally informal and playful, with the use of emoticons and casual language, indicating a neutral sentiment",neutral,1,"The text expresses a need to attend a course to improve knowledge, which is a neutral statement without clear positive or negative sentiment.",neutral,1
4102,eb13d7f4a5, hmmm Essense awards would be fun... but also pricy,2,positive,"The text expresses a mixed sentiment, initially showing interest in the Essense awards (positive) but also mentioning a drawback (price), which is a negative aspect, resulting in a neutral overall sentiment",neutral,1,"The text acknowledges that the Essence Awards would be fun, which is a positive statement, but it also mentions they would be pricy, which introduces a negative aspect. The overall sentiment is mixed but leans towards a neutral evaluation of the event.",neutral,1
4103,efc487e1cc,Volunteering at Down Syndrome Indiana on Wednesday,1,neutral,"The text is a factual statement about an upcoming volunteering activity without expressing any emotion or opinion, it simply states an action that will take place",neutral,1,The text states a fact about volunteering without expressing any specific emotion or opinion,neutral,1
4104,d81a9658f1,I want my Katie.,1,neutral,"The text expresses a desire or longing for someone named Katie, which implies a sense of separation or absence, indicating a negative sentiment",negative,0,"The text expresses a desire or longing for someone named Katie, which can be interpreted as a positive sentiment due to the affection implied",positive,2
4105,85df8f261a, IN Filipino if u say 'Nakuh grabeh!' it`s like sayin OMG,1,neutral,"The text is a neutral explanation of a phrase in Filipino, without expressing any emotion or opinion",neutral,1,The text provides an explanation of a phrase in Filipino without expressing any emotion or opinion,neutral,1
4106,39c984c2eb,"sometimes i wish i were a man, i could pee were i stand, and scratch my chest, but instead? here lies a breast  hah",0,negative,"The text expresses a mix of sentiments, initially seeming to express a desire for the convenience associated with being a man but concludes with 'hah', which suggests a lighthearted or humorous tone, indicating the overall sentiment is more playful than negative",positive,2,"The text uses humor to express a light-hearted wish and a playful observation about gender differences, without any strong positive or negative sentiment.",neutral,1
4107,6ca23f90ff, Thats actually not that fun as you would think... I was hurting for a week after a similar experience.,0,negative,"The text expresses a negative opinion about an experience, mentioning that it was not fun and caused physical pain that lasted for a week",negative,0,"The text expresses disappointment and discomfort, indicating a negative sentiment",negative,0
4108,d7f6f40f36,Good Morning,2,positive,"The text is a polite greeting, expressing a neutral and courteous sentiment, without any strong emotions or opinions",neutral,1,The text is a simple greeting without any additional emotional context or sentiment expressed.,neutral,1
4109,47a6b0327e,Feel like death  evil headache and need to pack and drive to parents. Bum.,0,negative,"The text describes physical discomfort (evil headache) and expresses a negative sentiment about having to pack and drive, using words like 'death' and 'bum' to emphasize the unpleasantness",negative,0,"The text expresses discomfort and dissatisfaction with having a headache and the need to pack and drive, indicating a negative sentiment",negative,0
4110,313c1f1595,Apparently its Star Wars Day today - so May the 4th be with you  http://tinyurl.com/axsujx,1,neutral,"The text mentions a celebratory day (Star Wars Day) and includes a playful phrase 'May the 4th be with you', indicating a lighthearted and positive sentiment",positive,2,"The text mentions Star Wars Day in a light-hearted manner and includes a playful reference to the phrase 'May the 4th be with you,' which is a positive and celebratory sentiment.",positive,2
4111,4a7cfbd9f0,"i thought follow friday was about gaining new friends, not losing them.",1,neutral,"The text expresses disappointment and a sense of loss regarding the outcome of 'Follow Friday', indicating a negative sentiment",negative,0,"The text expresses disappointment or confusion about the purpose of 'Follow Friday', indicating a negative sentiment",negative,0
4112,fa54fc87ed, What brings you to our fair Island today?,1,neutral,"The text is a polite and friendly inquiry, indicating a welcoming and positive tone, but it is more of a neutral question without expressing any strong emotion or opinion",neutral,1,The text is a friendly and welcoming question without expressing any specific positive or negative sentiment,neutral,1
4113,9bacf5e83d,Startin to get a head ache!!!! Uuuggghh!!!,0,negative,"The text expresses frustration and physical discomfort, indicated by the phrase 'Startin to get a head ache' and the exclamation 'Uuuggghh!!!', which suggests a negative sentiment",negative,0,"The text expresses discomfort and annoyance due to a headache, indicating a negative sentiment.",negative,0
4114,a9b4094103, I was going to hidden-file it and you`re thinking about youtube? SO NOTT! Lol. Hey put the phone down and more swimming,1,neutral,"The text expresses a playful and humorous tone, with a lighthearted reprimand to put the phone down, indicating a positive sentiment",positive,2,"The text expresses a playful and light-hearted tone with phrases like 'SO NOTT! Lol' and 'Hey put the phone down and more swimming', indicating a positive sentiment",positive,2
4115,1dc6729f9c,wish it wasn`t raining,2,positive,"The text expresses a wish for something to be different, implying dissatisfaction with the current situation, which is the rain",negative,0,"The text expresses a desire for a different weather condition, indicating dissatisfaction with the current situation",negative,0
